title,Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment
sarscov2 vaccine development overview perspectives,0,0,0,0,0,0,1
chloroquine fight covid19 consideration mechanisms adverse effects,0,0,0,1,0,0,1
qualitative review early experiences offsite covid19 testing centers associated considerations,0,0,0,0,1,0,0
impact covid19 related healthcare crisis treatments patients lysosomal storage disorders first italian experience,0,0,0,0,1,0,0
evaluation safety efficacy tolerability treatmentrelated outcomes type interferons human coronaviruses hcovs infection clinical practice updated critical systematic review metaanalysis,0,0,0,0,0,0,1
survival rate hypertensive patients covid19,0,1,0,0,0,0,1
covid19 observations accompanying dataset nonpharmaceutical interventions across us universities march 2020,0,0,0,0,1,0,0
considerations interactions drugs used treatment covid19 anticancer treatments,0,0,0,0,0,0,1
modeling epidemic dynamics control covid19 outbreak china,0,0,1,0,1,0,0
high covid19 attack rate among attendees events church arkansas march 2020,0,0,0,0,1,1,0
clinical features 69 cases coronavirus disease 2019 wuhan china,0,0,0,1,0,0,1
thrombocytopenia association mortality patients covid19,0,1,0,0,0,0,0
potential inhibitors sarscov2 functional food components nutritional supplement covid19 review,0,0,0,1,0,0,1
lessons early management covid19 outbreak pediatric transplant hematooncology center embedded within covid19 dedicated hospital lombardia italy estote parati,0,0,0,0,1,0,0
covid19 impact social distancing policies crosscountry analysis,0,0,0,0,1,0,0
heart myocardial injury major predictor mortality among hospitalized covid19 patients,0,1,0,0,0,0,1
covid19 testing new mexico right,0,1,0,0,0,0,0
covid19 pandemic changed plastic surgery activity regional referral center northern italy,0,0,0,0,1,0,0
,0,0,0,0,0,0,1
potential therapeutic targeting coronavirus spike glycoprotein priming,0,0,0,1,0,0,1
computation screening narcissoside glycosyloxyflavone potential novel coronavirus 2019 covid19 inhibitor,0,0,0,1,0,0,1
efficacy use cloth masks scoping review,0,0,0,0,1,0,0
,0,0,0,1,0,0,0
igniting change supporting wellbeing academicians practice teach critical care,0,0,0,0,1,0,0
risk hydroxychloroquine alone combination azithromycin treatment rheumatoid arthritis multinational retrospective study,0,0,0,0,0,0,1
interpretable artificial intelligence framework covid19 screening chest xrays,0,1,0,0,0,0,0
gamma knife radiosurgery treatment brain metastases covid19 outbreak,0,0,0,0,1,0,0
pharmacovigilance assessment drug safety reports covid 19,0,0,0,0,1,0,1
reactive arthritis covid19 infection,1,0,0,0,0,0,0
guillainbarre syndrome presenting covid19 infection,1,0,0,0,0,0,0
sarscov2 pneumonia hospitalized asthmatic patients induce severe exacerbation,0,1,0,0,0,0,1
hospital scale nationwide observability identification models covid19 epidemic waves,0,0,0,0,1,0,0
broad host range sarscov2 predicted comparative structural analysis ace2 vertebrates,0,0,0,1,0,1,0
hyperinflammation utility immunomodulatory medications children covid19,0,0,0,1,0,0,1
advances detection infectious agents aptamerbased technologies,0,1,0,0,0,0,0
maintaining robust hiv tuberculosis services covid19 era public health dilemma zimbabwe,0,0,0,0,1,0,0
structural basis neutralization sarscov2 sarscov potent therapeutic antibody,0,0,0,1,0,0,1
impact covid19 pandemic patients suffering musculoskeletal tumours,0,0,0,0,1,0,0
expression sarscov2 entry receptors respiratory tract healthy individuals smokers asthmatics,0,0,0,1,0,0,0
immunobiology immunotherapy covid19 clinically updated overview,0,0,0,1,0,0,1
analysis mathematical model covid19 population dynamics lagos nigeria,0,0,1,0,1,0,0
reexamining race send ventilators lowresource settings,0,0,0,0,1,0,0
coronavirus disease 2019 international public health considerations,0,0,0,0,1,0,0
ddimer concentrations covid19 severity systematic review metaanalysis,0,1,0,0,0,0,1
rapid detection covid19 causative virus sarscov2 human nasopharyngeal swab specimens using fieldeffect transistorbased biosensor,0,1,0,0,0,0,0
dementia caregiving stayathome phase covid19 pandemic,0,0,0,0,1,0,0
chronic disease management covid19 era,0,0,0,0,1,0,0
dynamic covid19 immune signature includes associations poor prognosis,0,1,0,0,0,0,1
two distinct immunopathological profiles autopsy lungs covid19,0,1,0,1,0,0,1
healthcare impact covid19 epidemic india stochastic mathematical model,0,0,1,0,1,0,0
linking key intervention timings rapid declining effective reproduction number quantify lessons covid19,0,0,0,0,1,0,0
environmental contamination isolation rooms covid19 patients severe pneumonia requiring mechanical ventilation highflow oxygen therapy,0,0,0,0,1,0,0
incidental covid19 pneumonia 18ffluorocholine petct,1,0,0,0,0,0,0
individuals syndrome hospitalized covid19 severe disease,0,1,0,0,0,0,1
interplay coagulation inflammation pathways covid19associated respiratory failure narrative review,0,0,0,1,0,0,1
lungs target covid19 infection protective common molecular mechanisms vitamin melatonin new potential synergistic treatment,0,0,0,1,0,0,1
,0,0,0,0,0,0,1
coronavirus disease 2019 covid19 systematic review imaging findings 919 patients,0,0,0,1,0,0,0
modeling palestinian covid19 cumulative confirmed cases comparative study,0,0,1,0,1,0,0
respiratory disease rhesus macaques inoculated sarscov2,0,0,0,1,0,0,0
clinical characteristics 2019 novel coronavirus pneumonia zhejiang province china,0,1,0,0,0,0,0
sarscov2 pandemic activity professionals general surgery digestive surgery service tertiary hospital,0,0,0,0,1,0,0
adipose stem cells ascs stromal vascular fraction svf potential therapy combating covid19disease,0,0,0,0,0,0,1
sarscov2 infection depends cellular heparan sulfate ace2,0,0,0,1,0,0,1
covid19 solid organ transplant multicenter cohort study,0,1,0,0,0,0,1
lowcost safe effective smoke evacuation device surgical procedures covid19 age,0,0,0,0,1,0,0
debate covid19 children india,0,0,0,0,1,0,0
47yearold hispanic man developed cutaneous vasculitic lesions gangrene toes following admission hospital covid19 pneumonia,1,0,0,0,0,0,0
religion reactance covid19 mitigation guidelines,0,0,0,0,1,0,0
update association exposure reninangiotensinaldosterone system inhibitors coronavirus disease 2019 south korea,0,0,0,1,0,0,1
,0,1,0,0,0,0,1
coronaviruses pathogenesis comorbidities multiorgan damage review,0,0,0,1,0,0,1
effect vascular risk factor burden severity covid19 illness retrospective cohort study,0,1,0,0,0,0,1
perform oldforold kidney transplantation covid19 pandemic risk postoperative intensive stay,0,0,0,0,1,0,0
lowtech solutions covid19 supply chain crisis,0,0,0,0,1,0,0
extracorporeal membrane oxygenation pediatric patients coronavirus disease 2019related illness,0,0,0,0,0,0,1
covid19 transmission within family cluster yancheng china,1,0,0,0,0,0,0
medical management covid19 evidence experience,0,0,0,0,0,0,1
thrombotic complications covid19 infection review,0,1,0,1,0,0,1
medical vulnerability young adults severe covid19 illnessdata national health interview survey,0,0,0,0,1,0,0
covid19 picotechnology potential opportunities,0,0,0,1,0,0,1
physician workforce response covid19 pandemic academic medical center,0,0,0,0,1,0,0
use telemedicine virtual care remote treatment response covid19 pandemic,0,0,0,0,1,0,0
digital approaches remote pediatric health care delivery covid19 pandemic existing evidence call research,0,0,0,0,1,0,0
exploring sarscov2 structural proteins multiepitope vaccine development insilico approach,0,0,0,1,0,0,1
clinical laboratory characteristics patients suspected covid19 one singleinstitution experience,0,1,0,0,0,0,0
virtual care enhancing access harming care,0,0,0,0,1,0,0
clinical trials coronavirus disease 2019 evaluated,0,0,0,0,0,0,1
analysis chinese herbal formulae recommended covid19 dif ferent schemes china data mining approach,0,0,0,0,0,0,1
traditional chinese medicine practices used covid19 sarscov 2coronavirus19 treatment clinic effects cardiovascular system,0,0,0,0,0,0,1
community pharmacists communication time covid19 applying health belief model,0,0,0,0,1,0,0
operation ultrasonography services dedicated paediatric hospital university hospital greece covid19 pandemic,0,0,0,0,1,0,0
covid19 potential treatment pulmonary fibrosis associated sarscov2 infection,0,0,0,0,0,0,1
natural history pathobiology clinical manifestations sarscov2 infections,0,1,0,1,0,1,1
novice nurses transitioning emergency nurse covid19 pandemic qualitative study,0,0,0,0,1,0,0
risk factors hospital admission among covid19 patients diabetes study saudi arabia,0,1,0,0,0,0,1
targets cell responses sarscov2 coronavirus humans covid19 disease unexposed individuals,0,0,0,1,0,0,1
disproportionate case reduction ban elective surgeries sarscov2 pandemic,0,0,0,0,1,0,0
implication ocular manifestation covid19 medical staff patients systematic review,0,1,0,0,1,0,0
leveraging best practices protecting subsaharan african prison detainees amid covid19,0,0,0,0,1,0,0
fighting covid19 quick review diagnoses therapies vaccines,0,1,0,0,0,0,1
analysis commercial hand sanitisers amid covid19 getting products need,0,0,0,0,1,0,0
know covid19 maxillofacial surgeons survey,0,0,0,0,1,0,0
covid19associated miller fisher syndrome mri findings,1,0,0,0,0,0,0
safety protocols dental practices covid19 era,0,0,0,0,1,0,0
analysis covid19 clinical trials datadriven ontologybased natural language processing approach,0,0,0,0,0,0,1
pilot pragmatic randomized trial mhealth mindfulnessbased intervention advanced cancer patients informal caregivers,0,0,0,0,1,0,0
increased serum levels scd14 scd163 indicate preponderant role monocytes covid19 immunopathology,0,1,0,1,0,0,1
coronavirus disease2019 covid19 cardiovascular complications,0,1,0,1,0,0,1
novel coronavirus 2019 covid19 emergence implications emergency care,0,0,0,0,1,0,1
efficacy safety chinese traditional medicine injections patients coronavirus disease 2019 protocol systematic review meta analysis,0,0,0,0,0,0,1
sarscov2 covid19 disease mini review diagnostic methods,0,1,0,0,0,0,0
liver injury gastrointestinal symptoms patients coronavirus disease 19 systematic review metaanalysis,0,1,0,0,0,0,0
methods seamless transition tracheostomy spontaneous breathing patients covid19,0,0,0,0,1,0,0
temporal lung changes highresolution chest computed tomography coronavirus disease 2019,0,1,0,0,0,0,0
learningbased model evaluate hospitalization priority covid19 pandemics,0,1,0,0,0,0,0
perinatal aspects covid19 pandemic practical resource perinatalneonatal specialists,0,1,0,0,0,1,0
robotics utilization healthcare digitization global covid19 management,0,0,0,0,1,0,0
analysis diagnostic value serum specific antibody testing coronavirus disease 2019,0,1,0,0,0,0,0
evaluation organ function patients severe covid19 infections,0,1,0,0,0,0,1
helping blind get covid19 social distancing assistant using realtime semantic segmentation rgbd video,0,0,0,0,1,0,0
risk stratification covid19 patients using ambulatory oxygen saturation emergency department,0,1,0,0,0,0,1
coronavirus disease 2019s shakeup telehealth policy application kingdons multiple streams framework,0,0,0,0,1,0,0
bromhexine hydrochloride tablets treatment moderate covid19 openlabel randomized controlled pilot study,0,0,0,0,0,0,1
continuous tracking covid19 patients immune status,0,1,0,0,0,0,1
high burden acute kidney injury covid19 pandemic systematic review metaanalysis,0,1,0,0,0,0,1
sarscov2 serosurvey addis ababa ethiopia,0,1,0,0,1,0,0
compliance containment measures covid19 pandemic time antisocial traits matter,0,0,0,0,1,0,0
familycentered information dissemination multidisciplinary virtual covid19 town hall,0,0,0,0,1,0,0
gastrointestinal perforation critically ill patient covid19 pneumonia,1,0,0,0,0,0,0
immune system covid19 friend foe,0,0,0,1,0,0,1
epidemiology diagnosis treatment covid19,0,1,0,0,0,0,1
putative role demonoadpribosylation stat1 sarscov2 nsp3 protein cytokine storm syndrome covid19,0,0,0,1,0,0,1
coronavirus disease19 disease severity outcomes solid organ transplant recipients different spectrums disease different populations,0,1,0,0,0,0,1
obesity sarscov2 considerations bariatric surgery recommendations start surgical activity,0,0,0,0,1,0,0
discovery potent inhibitors sarscov2s main protease ligandbasedstructurebased virtual screening md simulations binding energy calculations,0,0,0,1,0,0,1
clinical features deaths novel coronavirus epidemic china,0,0,0,1,0,0,0
haematological manifestations covid19 cytopenia coagulopathy,0,1,0,0,0,0,0
little adults preparing childrens emergency department covid19,0,0,0,0,1,0,0
emerging sarscov2 papainlike protease relationship recent coronavirus epidemics,0,0,0,1,0,0,0
perioperative morbidity mortality patients covid19 undergo urgent emergent surgical procedures,0,1,0,0,0,0,1
outbreak covid19 overview,0,1,0,0,1,0,0
associations fasting plasma glucose levels mortality covid19 patients without diabetes,0,1,0,0,0,0,1
surveybased estimate covid19 incidence outcomes among patients pulmonary arterial hypertension chronic thromboembolic pulmonary hypertension impact process care,0,1,0,0,0,0,1
educational alternatives maintenance educational competencies surgical training programs affected covid19 pandemic,0,0,0,0,1,0,0
development multivariate prediction model intensive care unit transfer death french prospective cohort study hospitalized covid19 patients,0,1,0,0,0,0,1
