Case Report,Diagnosis,Epidemic Forecasting,Mechanism,Prevention,Transmission,Treatment,pmid
0,0,0,0,1,1,0,33119244
0,0,0,0,1,0,0,33015824
0,0,0,0,1,0,0,32686094
0,1,0,0,0,0,0,32283980
0,0,0,0,0,0,1,32397911
0,1,0,0,1,0,0,32635234
0,0,0,0,1,0,0,32468845
0,1,0,0,0,0,1,32708526
0,0,0,1,0,0,1,32463239
0,1,0,0,0,0,1,32672844
1,0,0,0,0,0,0,32586959
0,1,0,0,0,0,1,33003692
0,0,0,0,1,0,0,32802694
0,1,0,0,0,0,0,32856766
0,0,0,0,1,0,0,32235119
1,0,0,0,0,0,0,32574433
0,0,1,0,0,0,0,32834663
0,0,0,1,0,1,1,33330557
0,1,0,0,0,0,1,32927835
0,1,0,1,1,1,0,33572857
0,1,0,0,0,0,0,33000560
0,0,0,0,1,0,0,32811330
0,0,1,0,1,0,0,32869008
0,0,0,0,1,0,0,32787399
0,1,0,0,0,0,1,32712623
0,1,0,0,0,0,1,33072634
0,0,0,0,1,1,0,33857608
0,0,0,0,1,1,0,33508262
0,0,1,0,1,0,0,33197471
0,0,0,0,1,0,0,32860959
0,0,1,0,1,0,0,32760133
0,0,0,0,1,0,0,32387072
0,0,0,1,0,0,1,32882061
1,0,0,0,0,0,0,32494330
0,0,0,0,1,0,1,32850928
0,0,1,0,1,0,0,32738248
0,1,0,0,0,0,0,32630601
0,0,0,0,1,0,0,32746670
0,1,0,0,0,0,0,32485157
0,0,0,1,0,0,1,32533263
0,0,0,0,1,0,0,32278298
0,0,0,0,1,0,0,32818035
0,0,0,0,1,0,0,32393101
0,0,1,0,1,0,0,32834580
1,0,0,0,0,0,0,32542129
0,0,0,1,0,0,1,32824985
0,0,0,1,0,1,0,33042101
1,0,0,0,0,0,0,32921748
0,0,0,0,1,0,0,32539889
0,0,0,0,1,0,0,32268635
0,0,0,0,1,0,0,32318986
0,0,0,1,0,0,0,32643596
0,0,0,0,0,1,0,32546368
0,1,0,0,0,0,0,32918466
0,0,0,0,0,1,0,33510270
0,1,0,0,0,0,0,32521643
0,0,0,0,0,0,1,32077441
0,0,0,0,1,0,1,32425471
0,1,0,0,0,0,0,32921710
0,0,0,0,1,0,0,32889688
0,0,0,1,0,0,1,32380316
1,0,0,0,0,0,0,32510771
0,0,0,0,1,0,0,32449757
0,0,0,0,1,0,0,32883925
0,0,0,0,1,0,0,33046313
0,0,0,0,1,0,0,32439272
0,0,0,0,1,0,0,32820333
0,0,0,0,0,0,1,32936689
1,0,0,0,0,0,0,32926682
0,0,1,0,0,0,0,33418438
0,0,0,0,0,0,1,32957305
0,1,0,0,0,0,1,32352401
0,0,0,0,1,0,0,32526661
0,1,0,0,0,0,1,32519944
0,0,0,1,0,0,1,32863070
0,0,0,1,0,0,1,32818852
0,1,0,0,0,0,1,32652021
0,0,0,1,0,0,1,33069672
0,1,0,0,0,0,1,32660520
0,0,0,1,0,0,0,32972948
0,0,0,0,1,0,0,32634536
1,0,0,0,0,0,0,32901391
0,1,0,0,0,0,1,32423908
0,0,0,0,1,0,0,32980748
0,0,0,1,0,0,1,32345646
0,0,0,0,0,0,1,32416415
0,0,0,0,0,0,1,32503663
0,0,0,0,1,1,0,34111117
0,1,0,0,0,0,1,32860454
0,0,0,0,1,1,0,33930765
0,0,0,0,0,0,1,33008479
1,0,0,0,0,0,0,32696811
0,0,0,1,0,0,1,32308266
0,0,0,0,1,0,0,32247320
0,0,0,0,1,0,0,32293717
0,0,0,0,1,0,1,32736332
0,0,0,1,0,0,1,32512929
1,0,0,0,0,0,0,32525829
1,0,0,0,0,0,0,32554811
0,0,0,1,0,0,0,32759995
0,1,0,0,0,0,0,32844526
0,1,0,0,0,0,0,32504944
0,0,0,1,0,1,0,34127650
0,0,1,0,1,0,0,33880322
0,0,0,0,0,0,1,32957380
0,1,0,1,0,0,1,32469387
0,0,0,0,1,1,0,34192177
0,1,0,0,1,0,0,32834612
0,0,0,0,0,0,1,32654489
0,0,0,0,1,0,1,32660314
0,0,0,0,1,0,0,32643811
0,0,0,0,1,0,0,32346394
0,1,0,0,0,0,1,33025502
0,1,0,0,1,1,0,34133953
0,0,0,0,1,0,0,32278932
0,1,0,0,0,0,1,32654303
0,0,1,0,0,0,0,32834248
0,0,0,1,0,0,0,32553716
0,0,0,0,0,0,1,32308263
0,0,0,1,0,1,0,33456724
0,0,1,0,0,0,1,33898210
0,0,0,0,1,1,0,34083700
0,0,0,1,0,0,1,32850973
0,1,0,1,0,0,0,32679621
1,0,0,0,0,0,0,32934849
1,0,0,0,0,0,0,32769902
0,0,0,0,1,0,1,32932582
0,0,0,0,0,0,1,33063117
0,0,0,0,1,0,0,32398432
0,0,0,0,1,0,0,32911671
0,1,0,0,0,0,0,32576346
0,1,0,0,0,0,0,32594170
0,1,0,0,0,0,1,32336564
0,0,0,0,1,0,0,32360770
0,0,0,0,1,0,0,32965559
0,1,0,0,1,0,0,33075539
0,0,0,1,0,0,1,32501427
0,0,0,0,1,1,0,32271724
1,0,0,0,0,0,0,32885626
0,0,0,0,1,0,0,33014657
0,0,0,1,0,0,0,32507105
0,0,1,0,1,0,0,34166416
0,0,0,1,0,0,1,32544563
0,0,0,0,1,0,0,32948360
0,0,0,1,0,0,1,32970990
0,1,0,0,0,0,1,32772679
0,1,0,0,0,0,1,32802622
0,0,0,0,1,0,0,33062736
0,0,0,0,1,0,0,32934629
0,0,0,0,1,0,0,32616582
0,0,0,1,0,0,0,33040198
0,1,0,0,0,0,0,32876777
0,0,0,0,0,0,1,33073552
0,1,0,0,0,0,0,32547309
0,0,0,0,1,1,1,32393381
0,0,0,0,1,0,0,32852851
0,0,0,0,1,0,0,32894991
0,0,0,0,1,0,0,32674088
0,0,0,0,1,0,0,32306015
0,1,0,0,0,0,1,32772283
0,1,0,1,0,0,1,33042116
1,0,0,0,0,0,0,32656711
0,0,0,0,1,0,0,33028491
0,1,0,0,0,0,0,33034353
0,0,0,0,1,1,0,33045075
0,0,0,0,1,0,0,32569905
0,0,1,0,1,0,0,32838061
0,0,0,0,1,0,0,32562268
0,1,0,0,1,1,0,33519136
0,0,0,0,1,0,0,32538803
0,1,0,0,0,0,0,33024752
0,0,0,0,1,0,0,32997807
0,1,0,0,0,0,1,32919265
0,1,0,0,0,0,1,32748578
0,0,0,0,0,0,1,32560746
0,1,0,0,0,0,1,32793616
0,0,1,0,0,0,0,33657128
0,0,0,0,1,0,0,32774007
0,0,0,0,1,0,0,32501373
0,0,0,1,0,1,0,33826681
0,0,0,0,0,1,0,33758453
0,0,0,0,1,0,0,32898896
0,0,0,0,1,0,0,33040749
0,0,1,0,0,0,0,32380708
0,0,1,0,1,1,0,32129581
0,1,0,0,0,0,0,32640418
0,0,0,0,1,1,0,33763227
0,0,0,1,0,0,1,32216698
0,0,0,0,1,0,0,32515698
0,0,0,0,0,1,0,33521411
0,1,0,0,0,0,0,33031819
0,0,0,0,0,0,1,32592507
0,0,0,1,0,0,1,32683890
0,0,0,0,1,0,0,32524743
0,0,0,0,1,1,0,33772573
0,0,0,0,1,0,0,32584753
0,0,0,0,0,0,1,32784192
0,1,0,0,0,1,0,33058068
0,0,0,1,0,0,0,32885971
0,0,1,1,1,0,0,32722343
0,0,0,0,0,0,1,32426754
0,0,0,0,1,0,0,32621755
0,0,0,0,1,0,0,32865183
0,0,0,1,0,0,1,32469265
1,0,0,0,0,0,0,32963836
0,0,0,0,1,1,0,33394643
0,0,0,0,1,0,0,32856167
0,0,0,0,0,0,1,32756065
1,0,0,0,0,0,0,33024534
0,0,0,1,0,0,1,32991819
0,0,0,0,1,0,0,32829956
0,0,0,0,1,0,0,32582323
0,0,0,1,0,0,1,32513867
0,0,0,1,0,0,1,31905842
1,0,0,0,0,0,0,32963854
0,0,0,0,1,0,0,32813857
0,1,0,0,0,0,0,32606519
0,1,0,1,1,0,0,33015553
0,0,0,1,0,0,1,32687918
0,0,0,0,0,0,1,32689937
0,0,0,0,1,0,0,32876019
0,0,0,0,0,0,1,32568282
0,0,0,0,1,0,0,32838374
0,1,0,0,0,0,0,32780376
0,0,0,1,0,0,1,32735889
0,1,0,1,0,0,1,33036853
0,0,0,0,1,0,0,32948084
0,0,0,0,1,0,0,32417554
0,0,0,1,0,0,1,32451080
0,1,0,0,0,0,1,32485619
0,1,0,0,0,0,0,32754250
0,1,0,0,1,0,1,32619766
0,0,0,0,1,0,0,32312585
1,0,0,0,0,0,0,32901760
1,0,0,0,0,0,0,32855992
0,0,0,0,1,0,0,32703701
0,0,0,0,1,1,0,32269018
0,1,0,0,0,0,0,32797641
0,0,0,0,1,0,0,32601623
1,0,0,0,0,0,0,32923003
0,1,0,0,0,0,0,32568730
0,0,0,0,1,0,0,32607397
0,1,0,0,0,0,1,32709280
0,0,0,0,1,0,0,32533663
0,0,0,0,1,0,0,32792591
0,0,0,0,1,0,0,32959614
0,1,0,0,0,0,0,32341142
0,1,0,0,0,0,0,32777031
0,0,0,1,0,0,1,32528233
1,0,0,0,0,0,0,32067043
0,0,0,0,1,0,0,32670919
0,0,0,0,1,0,0,32723469
1,0,0,0,0,0,0,32337148
0,0,0,0,1,0,0,32756506
0,1,0,0,0,0,1,32542842
0,1,0,0,1,0,1,32687551
0,0,0,0,1,1,0,33231409
0,1,0,0,0,0,1,32700561
0,0,0,0,0,0,1,32586154
0,0,0,0,1,1,0,34190583
0,0,0,0,0,0,1,32766112
0,1,0,0,1,0,1,32815846
0,1,0,0,0,0,1,32613385
1,0,0,0,0,0,0,32514399
0,0,0,0,1,1,0,32559315
0,0,0,0,1,0,0,32524147
0,0,0,0,1,0,0,32525979
1,0,0,0,0,0,0,32277408
0,0,0,0,0,0,1,31996494
0,0,0,0,1,0,0,32746738
1,0,0,0,0,0,0,32370558
1,0,0,0,0,0,0,32926684
0,0,0,0,1,0,0,32623270
0,0,0,0,1,0,0,33022134
0,0,0,0,1,0,0,32425642
0,0,0,0,0,0,1,33051497
0,1,0,0,0,0,0,32758747
0,1,0,0,0,0,1,32662869
0,0,0,1,0,1,1,33497931
0,1,0,0,0,0,0,33020185
0,0,0,0,0,0,1,32298807
0,0,0,1,0,0,1,32963099
0,1,0,0,0,0,0,32642164
0,0,0,0,1,0,0,32854109
0,0,0,1,0,0,1,32462988
0,0,1,0,1,0,0,32537480
0,0,0,1,0,0,1,32430286
1,0,0,0,0,0,0,32473964
1,0,0,0,0,0,0,32645174
0,0,1,0,0,0,0,33424191
0,0,0,1,0,0,0,32056249
0,0,0,0,1,0,0,32611362
0,0,0,0,0,0,1,32758298
0,1,0,0,0,0,0,32459192
0,0,0,0,1,0,0,32515882
0,0,0,0,1,0,0,32564983
0,0,0,0,1,0,0,32783337
0,1,0,0,0,0,0,32977117
0,1,0,0,1,1,0,33031963
1,0,0,0,0,0,0,32616030
0,0,0,1,0,0,0,32695405
0,0,0,0,1,0,0,32570819
0,0,0,0,1,0,0,32366658
0,1,0,0,0,0,0,32935628
1,0,0,0,0,0,0,32360384
0,0,0,1,0,0,1,32698249
0,0,0,0,1,0,0,32989424
0,1,0,0,0,0,1,32238757
0,0,0,0,1,0,0,32442732
0,0,0,1,0,0,1,32335161
0,0,0,0,1,0,0,33037190
0,0,0,0,1,0,0,32660047
0,0,0,1,0,0,1,32446778
0,0,0,1,0,0,1,32918944
0,1,0,0,0,0,0,33074449
0,0,0,0,0,0,1,32889759
0,0,0,1,0,0,1,32863034
0,0,0,0,1,0,0,32542061
1,0,0,0,0,0,0,32685905
0,0,0,1,0,1,1,33461573
0,0,0,0,0,0,1,32595358
0,0,0,0,1,0,0,32984831
0,0,0,0,1,0,0,32443828
0,1,0,0,0,0,0,32386012
0,0,0,0,1,0,0,32816114
1,0,0,0,0,0,0,32754730
